source_dish_id,source_name,recommended_dish_id,recommended_name,score,rank,reason,source_cluster,recommended_cluster
D0108,Set menu 200.000đ /người (1),D0109,Set menu 200.000đ /người (2),0.8071,1,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0108,Set menu 200.000đ /người (1),D0110,Set menu 200.000đ /người (3),0.775,2,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0108,Set menu 200.000đ /người (1),D0111,Set menu 250.000đ /người (1),0.7671,3,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0108,Set menu 200.000đ /người (1),D0112,Set menu 250.000đ /người (2),0.7671,4,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0108,Set menu 200.000đ /người (1),D0119,Set menu 350.000đ /người (2),0.7643,5,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0108,Set menu 200.000đ /người (1),D0115,Set menu 300.000đ /người (2),0.7405,6,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0108,Set menu 200.000đ /người (1),D0118,Set menu 450.000đ /người,0.7389,7,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0108,Set menu 200.000đ /người (1),D0113,Set menu 250.000đ /người (3),0.735,8,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0109,Set menu 200.000đ /người (2),D0111,Set menu 250.000đ /người (1),0.96,1,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0109,Set menu 200.000đ /người (2),D0112,Set menu 250.000đ /người (2),0.96,2,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0109,Set menu 200.000đ /người (2),D0110,Set menu 200.000đ /người (3),0.9437,3,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0109,Set menu 200.000đ /người (2),D0113,Set menu 250.000đ /người (3),0.9038,4,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0109,Set menu 200.000đ /người (2),D0115,Set menu 300.000đ /người (2),0.8208,5,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0109,Set menu 200.000đ /người (2),D0108,Set menu 200.000đ /người (1),0.8071,6,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0109,Set menu 200.000đ /người (2),D0116,Set menu 300.000đ /người (3),0.7833,7,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0109,Set menu 200.000đ /người (2),D0114,Set menu 300.000đ /người (1),0.7646,8,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0110,Set menu 200.000đ /người (3),D0113,Set menu 250.000đ /người (3),0.96,1,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0110,Set menu 200.000đ /người (3),D0109,Set menu 200.000đ /người (2),0.9437,2,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0110,Set menu 200.000đ /người (3),D0111,Set menu 250.000đ /người (1),0.9038,3,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0110,Set menu 200.000đ /người (3),D0112,Set menu 250.000đ /người (2),0.9038,4,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0110,Set menu 200.000đ /người (3),D0116,Set menu 300.000đ /người (3),0.8333,5,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0110,Set menu 200.000đ /người (3),D0115,Set menu 300.000đ /người (2),0.7833,6,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0110,Set menu 200.000đ /người (3),D0108,Set menu 200.000đ /người (1),0.775,7,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0110,Set menu 200.000đ /người (3),D0114,Set menu 300.000đ /người (1),0.7333,8,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0111,Set menu 250.000đ /người (1),D0112,Set menu 250.000đ /người (2),1.0,1,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0111,Set menu 250.000đ /người (1),D0109,Set menu 200.000đ /người (2),0.96,2,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0111,Set menu 250.000đ /người (1),D0113,Set menu 250.000đ /người (3),0.9437,3,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0111,Set menu 250.000đ /người (1),D0110,Set menu 200.000đ /người (3),0.9038,4,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0111,Set menu 250.000đ /người (1),D0115,Set menu 300.000đ /người (2),0.8542,5,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0111,Set menu 250.000đ /người (1),D0116,Set menu 300.000đ /người (3),0.8167,6,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0111,Set menu 250.000đ /người (1),D0114,Set menu 300.000đ /người (1),0.7979,7,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0111,Set menu 250.000đ /người (1),D0117,Set menu 350.000đ /người (1),0.7741,8,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0112,Set menu 250.000đ /người (2),D0111,Set menu 250.000đ /người (1),1.0,1,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0112,Set menu 250.000đ /người (2),D0109,Set menu 200.000đ /người (2),0.96,2,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0112,Set menu 250.000đ /người (2),D0113,Set menu 250.000đ /người (3),0.9437,3,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0112,Set menu 250.000đ /người (2),D0110,Set menu 200.000đ /người (3),0.9038,4,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0112,Set menu 250.000đ /người (2),D0115,Set menu 300.000đ /người (2),0.8542,5,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0112,Set menu 250.000đ /người (2),D0116,Set menu 300.000đ /người (3),0.8167,6,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0112,Set menu 250.000đ /người (2),D0114,Set menu 300.000đ /người (1),0.7979,7,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0112,Set menu 250.000đ /người (2),D0117,Set menu 350.000đ /người (1),0.7741,8,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0113,Set menu 250.000đ /người (3),D0110,Set menu 200.000đ /người (3),0.96,1,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0113,Set menu 250.000đ /người (3),D0111,Set menu 250.000đ /người (1),0.9437,2,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0113,Set menu 250.000đ /người (3),D0112,Set menu 250.000đ /người (2),0.9437,3,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0113,Set menu 250.000đ /người (3),D0109,Set menu 200.000đ /người (2),0.9038,4,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0113,Set menu 250.000đ /người (3),D0116,Set menu 300.000đ /người (3),0.8667,5,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0113,Set menu 250.000đ /người (3),D0115,Set menu 300.000đ /người (2),0.8167,6,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0113,Set menu 250.000đ /người (3),D0114,Set menu 300.000đ /người (1),0.7667,7,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0113,Set menu 250.000đ /người (3),D0117,Set menu 350.000đ /người (1),0.7429,8,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0114,Set menu 300.000đ /người (1),D0117,Set menu 350.000đ /người (1),0.9714,1,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0114,Set menu 300.000đ /người (1),D0115,Set menu 300.000đ /người (2),0.9357,2,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0114,Set menu 300.000đ /người (1),D0116,Set menu 300.000đ /người (3),0.8875,3,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0114,Set menu 300.000đ /người (1),D0119,Set menu 350.000đ /người (2),0.8429,4,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0114,Set menu 300.000đ /người (1),D0118,Set menu 450.000đ /người,0.8048,5,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0114,Set menu 300.000đ /người (1),D0111,Set menu 250.000đ /người (1),0.7979,6,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0114,Set menu 300.000đ /người (1),D0112,Set menu 250.000đ /người (2),0.7979,7,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0114,Set menu 300.000đ /người (1),D0113,Set menu 250.000đ /người (3),0.7667,8,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0115,Set menu 300.000đ /người (2),D0116,Set menu 300.000đ /người (3),0.9437,1,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0115,Set menu 300.000đ /người (2),D0114,Set menu 300.000đ /người (1),0.9357,2,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0115,Set menu 300.000đ /người (2),D0117,Set menu 350.000đ /người (1),0.9071,3,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0115,Set menu 300.000đ /người (2),D0119,Set menu 350.000đ /người (2),0.9071,4,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0115,Set menu 300.000đ /người (2),D0118,Set menu 450.000đ /người,0.869,5,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0115,Set menu 300.000đ /người (2),D0111,Set menu 250.000đ /người (1),0.8542,6,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0115,Set menu 300.000đ /người (2),D0112,Set menu 250.000đ /người (2),0.8542,7,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0115,Set menu 300.000đ /người (2),D0109,Set menu 200.000đ /người (2),0.8208,8,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0116,Set menu 300.000đ /người (3),D0115,Set menu 300.000đ /người (2),0.9437,1,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0116,Set menu 300.000đ /người (3),D0114,Set menu 300.000đ /người (1),0.8875,2,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0116,Set menu 300.000đ /người (3),D0113,Set menu 250.000đ /người (3),0.8667,3,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0116,Set menu 300.000đ /người (3),D0117,Set menu 350.000đ /người (1),0.8589,4,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0116,Set menu 300.000đ /người (3),D0119,Set menu 350.000đ /người (2),0.8589,5,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0116,Set menu 300.000đ /người (3),D0110,Set menu 200.000đ /người (3),0.8333,6,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0116,Set menu 300.000đ /người (3),D0118,Set menu 450.000đ /người,0.8208,7,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0116,Set menu 300.000đ /người (3),D0111,Set menu 250.000đ /người (1),0.8167,8,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0117,Set menu 350.000đ /người (1),D0114,Set menu 300.000đ /người (1),0.9714,1,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0117,Set menu 350.000đ /người (1),D0115,Set menu 300.000đ /người (2),0.9071,2,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0117,Set menu 350.000đ /người (1),D0119,Set menu 350.000đ /người (2),0.8714,3,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0117,Set menu 350.000đ /người (1),D0116,Set menu 300.000đ /người (3),0.8589,4,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0117,Set menu 350.000đ /người (1),D0118,Set menu 450.000đ /người,0.827,5,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0117,Set menu 350.000đ /người (1),D0111,Set menu 250.000đ /người (1),0.7741,6,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0117,Set menu 350.000đ /người (1),D0112,Set menu 250.000đ /người (2),0.7741,7,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0117,Set menu 350.000đ /người (1),D0109,Set menu 200.000đ /người (2),0.7455,8,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0119,Set menu 350.000đ /người (2),D0118,Set menu 450.000đ /người,0.9556,1,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0119,Set menu 350.000đ /người (2),D0115,Set menu 300.000đ /người (2),0.9071,2,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0119,Set menu 350.000đ /người (2),D0117,Set menu 350.000đ /người (1),0.8714,3,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0119,Set menu 350.000đ /người (2),D0116,Set menu 300.000đ /người (3),0.8589,4,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0119,Set menu 350.000đ /người (2),D0114,Set menu 300.000đ /người (1),0.8429,5,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0119,Set menu 350.000đ /người (2),D0111,Set menu 250.000đ /người (1),0.7741,6,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0119,Set menu 350.000đ /người (2),D0112,Set menu 250.000đ /người (2),0.7741,7,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0119,Set menu 350.000đ /người (2),D0108,Set menu 200.000đ /người (1),0.7643,8,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0118,Set menu 450.000đ /người,D0119,Set menu 350.000đ /người (2),0.9556,1,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0118,Set menu 450.000đ /người,D0115,Set menu 300.000đ /người (2),0.869,2,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0118,Set menu 450.000đ /người,D0117,Set menu 350.000đ /người (1),0.827,3,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0118,Set menu 450.000đ /người,D0116,Set menu 300.000đ /người (3),0.8208,4,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0118,Set menu 450.000đ /người,D0114,Set menu 300.000đ /người (1),0.8048,5,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0118,Set menu 450.000đ /người,D0111,Set menu 250.000đ /người (1),0.7424,6,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0118,Set menu 450.000đ /người,D0112,Set menu 250.000đ /người (2),0.7424,7,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0118,Set menu 450.000đ /người,D0108,Set menu 200.000đ /người (1),0.7389,8,cùng cụm K-Means; cùng danh mục; trùng từ khóa món,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi,C4 - Cụm 4: Món tiệc/lẩu/ăn chơi
D0039,Cá bóng cát kho tộ,D0045,Cá bớp kho tộ,1.0,1,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0039,Cá bóng cát kho tộ,D0054,Khô cá lóc Cambodia,0.9357,2,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
D0039,Cá bóng cát kho tộ,D0046,Cá dứa biển kho tộ,0.9122,3,cùng cụm K-Means; cùng danh mục; trùng từ khóa món; mức giá gần nhau,C2 - Cụm 2: Món mặn đưa cơm,C2 - Cụm 2: Món mặn đưa cơm
